区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
海淀,牡丹园西里 ,2室1厅,62,589,95000,,南北,精装,无电梯,顶层(共6层)1989年建板楼,,-
海淀,知春里 ,2室1厅,61.6,660,107143,,南,简装,有电梯,高楼层(共18层)1988年建塔楼,,-
海淀,橡树湾 ,3室2厅,139.51,1400,100352,,南,精装,有电梯,低楼层(共22层)2008年建板楼,,-
海淀,远大园四区 ,4室2厅,179.03,1760,98308,,西南,精装,有电梯,高楼层(共16层)2000年建塔楼,,-
海淀,望河园 ,1室1厅,65.88,525,79691,,南西,精装,有电梯,中楼层(共17层)2000年建塔楼,,-
海淀,郦城二区 ,2室1厅,115.7,1250,108039,,南北,其他,有电梯,底层(共12层)2002年建板楼,,-
海淀,梅园 ,2室2厅,85.2,725,85094,,南北,精装,无电梯,底层(共6层)1995年建板楼,,-
海淀,永达逸家 ,1室1厅,58.6,405,69113,,西,简装,有电梯,高楼层(共15层)2004年建板塔结合,,-
海淀,定慧东里 ,1室1厅,46.7,395,84583,,东东北,简装,有电梯,中楼层(共16层)1991年建塔楼,,-
海淀,蓟门北里 ,1室1厅,36.6,369,100820,,南,精装,无电梯,顶层(共6层)1982年建板楼,,-
海淀,海淀九号 ,1室1厅,65.39,545,83347,,东,精装,有电梯,中楼层(共35层)2012年建塔楼,,-
海淀,玉阜嘉园 ,3室2厅,134.69,1080,80185,,东西,精装,有电梯,高楼层(共12层)2003年建板塔结合,,-
海淀,羊坊店路3号院 ,1室1厅,48.05,468,97399,,南,简装,无,底层(共12层)1989年建板塔结合,,-
海淀,富力桃园A区 ,2室1厅,89.69,610,68013,房本满五年,西南,精装,有电梯,低楼层(共20层)2008年建塔楼,,-
海淀,恒盛欧洲公馆 ,3室2厅,177.22,1830,103262,房本满五年,南北,精装,有电梯,低楼层(共12层)2011年建板楼,,-
海淀,学院派 ,2室1厅,101.52,860,84713,房本满五年,西北,精装,有电梯,中楼层(共21层)2009年建塔楼,,-
海淀,中铁翰庭 ,1室1厅,46.55,400,85930,房本满五年,西,精装,有电梯,高楼层(共19层)2008年建板楼,,-
海淀,永泰东里 ,4室2厅,162.44,900,55406,房本满五年,南北,精装,无电梯,高楼层(共6层)2000年建板楼,,-
海淀,汇景阁 ,4室1厅,227.29,2000,87994,房本满五年,南北,简装,有电梯,低楼层(共20层)1999年建板楼,,-
海淀,皂君东里 ,3室1厅,77.3,700,90557,房本满五年,东西北,简装,无电梯,顶层(共6层)1993年建板楼,,-
海淀,永金里小区 ,2室1厅,60.81,400,65779,房本满五年,东西,简装,无,底层(共7层)1998年建板楼,,-
海淀,育新花园 ,2室1厅,63.1,599,94929,房本满五年,东南,精装,有电梯,中楼层(共18层)1996年建塔楼,,-
海淀,永泰东里 ,2室1厅,79.81,595,74553,房本满五年,南北,精装,无电梯,高楼层(共6层)1995年建板楼,,-
海淀,博雅德园 ,2室2厅,95,730,76843,房本满五年,南,精装,无,高楼层(共10层)2005年建板楼,,-
海淀,紫竹院小区 ,2室1厅,64.39,558,86660,房本满五年,南西,简装,有电梯,中楼层(共14层)1991年建塔楼,,-
海淀,铭科苑 ,2室1厅,86.3,520,60255,房本满五年,西,简装,无,中楼层(共18层)1999年建塔楼,,-
海淀,清华东路27号院 ,2室1厅,74.35,660,88770,房本满五年,南北,简装,无电梯,中楼层(共6层)1996年建板楼,,-
海淀,翠微东里 ,2室1厅,64.4,600,93168,房本满五年,南北,精装,无电梯,顶层(共6层)1988年建板楼,,-
海淀,永定路17号院 ,2室1厅,58.3,498,85421,房本满五年,南北,简装,无电梯,高楼层(共6层)1994年建板楼,,-
海淀,翠微东里 ,1室1厅,43.09,470,109075,房本满五年,南,简装,有电梯,高楼层(共18层)1989年建塔楼,,-
海淀,林大北路9号院 ,2室1厅,68.18,560,82136,房本满五年,南北,简装,无电梯,顶层(共6层)1998年建板楼,,-
海淀,竹园 ,2室1厅,59.2,473,79899,房本满五年,南北,简装,无电梯,高楼层(共6层)1995年建板楼,,-
海淀,青云北区 ,2室1厅,65.58,660,100641,房本满五年,南,精装,有电梯,高楼层(共17层)1998年建塔楼,,-
海淀,青云北区 ,2室1厅,52.5,560,106667,房本满五年,南,精装,无电梯,中楼层(共5层)1980年建板楼,,-
海淀,普惠南里 ,2室1厅,57.6,576,100000,房本满五年,西北,简装,有电梯,低楼层(共18层)1987年建塔楼,,-
海淀,城华园 ,1室1厅,68.52,495,72242,房本满五年,北,简装,有电梯,中楼层(共27层)2002年建塔楼,,-
海淀,汇新家园 ,2室1厅,86.87,1200,138138,房本满五年,东南,精装,有电梯,中楼层(共16层)2002年建塔楼,,-
海淀,航天五院小区 ,1室1厅,49,536,109388,房本满五年,南,精装,无电梯,中楼层(共6层)1994年建板楼,,-
海淀,观澳园 ,1室1厅,71.04,550,77422,房本满五年,南北,精装,无电梯,底层(共7层)2005年建板楼,,-
海淀,枫润家园 ,2室1厅,93.74,960,102411,,南北,精装,有电梯,底层(共6层)2004年建板楼,,-
海淀,水木天成 ,1室1厅,65.57,491,74882,,北,精装,有电梯,高楼层(共23层)2005年建板楼,,-
海淀,十一教工楼 ,2室1厅,53.61,590,110055,,南北,简装,无电梯,高楼层(共6层)1988年建板楼,,-
海淀,中塔园 ,2室1厅,56.86,520,91453,,东西,精装,无电梯,高楼层(共6层)1995年建板楼,,-
海淀,城华园 ,1室1厅,68.52,495,72242,房本满五年,北,简装,有电梯,中楼层(共27层)2002年建塔楼,,-
海淀,观澳园 ,1室1厅,71.04,550,77422,房本满五年,南北,精装,无电梯,底层(共7层)2005年建板楼,,-
海淀,航天五院小区 ,1室1厅,49,536,109388,房本满五年,南,精装,无电梯,中楼层(共6层)1994年建板楼,,-
海淀,静淑东里 ,2室1厅,90.23,800,88663,房本满五年,南西北,简装,无电梯,中楼层(共6层)1999年建板楼,,-
海淀,燕北园 ,3室1厅,80.9,752,92955,房本满五年,南北,简装,无电梯,底层(共6层)1995年建板楼,,-
海淀,绿波漫板 ,1室0厅,57.1,490,85815,房本满五年,东,精装,有电梯,高楼层(共14层)2004年建板塔结合,,-
海淀,中塔园 ,2室1厅,56.86,520,91453,房本满五年,东西,精装,无电梯,高楼层(共6层)1995年建板楼,,-
海淀,中湾国际 ,1室1厅,65.81,730,110926,房本满五年,北,精装,有电梯,高楼层(共19层)2007年建塔楼,,-
海淀,中湾国际 ,2室1厅,95.03,900,94707,房本满五年,南北,精装,有电梯,中楼层(共19层)2007年建塔楼,,-
海淀,紫金庄园 ,2室1厅,94.7,870,91870,房本满五年,东,简装,有电梯,中楼层(共22层)1999年建塔楼,,-
海淀,育新花园 ,1室1厅,47.3,470,99366,房本满五年,南西北,简装,无电梯,高楼层(共6层)1995年建板楼,,-
海淀,玉海园一里 ,2室1厅,101.03,685,67802,房本满五年,西南,简装,无电梯,中楼层(共6层)1998年建板楼,,-
海淀,中海雅园 ,2室2厅,123.53,1125,91071,房本满五年,西南,简装,有电梯,低楼层(共19层)2000年建塔楼,,-
海淀,今日家园 ,5室3厅,353.44,1888,53418,房本满五年,南西,简装,无,高楼层(共24层)2000年建塔楼,,-
海淀,知春嘉园 ,2室1厅,83.4,1100,131895,房本满五年,西南,简装,有电梯,低楼层(共19层)1998年建塔楼,,-
海淀,德胜门西大街甲5号 ,2室1厅,55.5,550,99100,房本满五年,南北,精装,无电梯,中楼层(共6层)1986年建板楼,,-
海淀,碧水云天 ,2室1厅,97.97,1469,149944,房本满五年,西,精装,无,中楼层(共16层)2004年建塔楼,,-
海淀,昌运宫 ,2室1厅,64.7,550,85008,房本满五年,东南,精装,有电梯,高楼层(共13层)1995年建板塔结合,,-
海淀,西三环北路105号院 ,2室1厅,56.1,660,117648,房本满五年,南,简装,无电梯,高楼层(共6层)1990年建塔楼,,-
海淀,大河庄苑 ,3室2厅,141.78,1760,124136,房本满五年,南北,精装,有电梯,中楼层(共10层)2004年建板楼,,-
海淀,今日家园 ,2室1厅,106.39,835,78485,房本满五年,东,精装,有电梯,低楼层(共24层)2000年建塔楼,,-
海淀,海淀南路 ,2室1厅,60.9,666,109360,房本满五年,南,精装,无电梯,中楼层(共6层)1988年建板楼,,-
海淀,太阳园 ,3室1厅,150.59,1650,109570,房本满五年,南西,其他,有电梯,中楼层(共26层)2002年建塔楼,,-
海淀,毛纺厂南小区 ,2室1厅,55.9,405,72451,,南北,精装,无电梯,顶层(共6层)1985年建板楼,,-
海淀,紫金庄园 ,2室1厅,67.37,590,87577,,南,精装,有电梯,高楼层(共22层)1998年建塔楼,,-
海淀,北洼西里 ,3室1厅,67.42,620,91961,,东北,简装,有电梯,中楼层(共18层)1989年建塔楼,,-
海淀,西三环北路23号院 ,2室1厅,56.64,590,104167,,南北,精装,无电梯,高楼层(共6层)1988年建板楼,,-
海淀,领秀新硅谷2号院 ,2室1厅,87.41,680,77795,,南,精装,有电梯,中楼层(共15层)2008年建板楼,,-
海淀,人济山庄 ,4室2厅,206.96,2500,120797,,东南,精装,有电梯,低楼层(共26层)2003年建塔楼,,-
海淀,翠微路甲9号院 ,2室1厅,60.6,565,93235,,东西,精装,无电梯,底层(共6层)1980年建板楼,,-
海淀,大河庄苑 ,3室2厅,141.78,1760,124136,房本满五年,南北,精装,有电梯,中楼层(共10层)2004年建板楼,,-
海淀,润生园 ,3室1厅,103.71,585,56408,房本满五年,东西,精装,有电梯,高楼层(共18层)2008年建板楼,,-
海淀,人济山庄 ,4室2厅,206.96,2500,120797,房本满五年,东南,精装,有电梯,低楼层(共26层)2003年建塔楼,,-
海淀,领秀新硅谷2号院 ,2室1厅,87.41,680,77795,房本满五年,南,精装,有电梯,中楼层(共15层)2008年建板楼,,-
海淀,西三环北路105号院 ,2室1厅,56.1,660,117648,房本满五年,南,简装,无电梯,高楼层(共6层)1990年建塔楼,,-
海淀,海洋局小区 ,1室1厅,44.8,485,108259,房本满五年,南,精装,有电梯,高楼层(共18层)1989年建塔楼,,-
海淀,翠微路甲9号院 ,2室1厅,60.6,565,93235,房本满五年,东西,精装,无电梯,底层(共6层)1980年建板楼,,-
海淀,厂洼西街1号院 ,1室1厅,44.27,460,103908,房本满五年,南,精装,无电梯,顶层(共6层)1989年建板楼,,-
海淀,赛迪大厦 ,3室1厅,124.34,806,64823,房本满五年,东西,精装,有电梯,中楼层(共26层)2001年建塔楼,,-
海淀,万寿路西街11号院 ,2室1厅,52.85,600,113529,房本满五年,南北,其他,无,低楼层(共6层)1987年建板楼,,-
海淀,双榆树北路 ,3室1厅,115,1250,108696,房本满五年,南北,简装,无电梯,顶层(共6层)1996年建板楼,,-
海淀,毛纺厂南小区 ,2室1厅,55.9,405,72451,房本满五年,南北,精装,无电梯,顶层(共6层)1985年建板楼,,-
海淀,紫金庄园 ,2室1厅,67.37,590,87577,房本满五年,南,精装,有电梯,高楼层(共22层)1998年建塔楼,,-
海淀,翠微北里 ,3室1厅,73.6,730,99185,房本满五年,南北,简装,无电梯,底层(共6层)1983年建板楼,,-
海淀,西三环北路105号院 ,2室1厅,56.7,670,118166,房本满五年,南北,精装,无,中楼层(共6层)1984年建板楼,,-
海淀,富力桃园C区 ,2室1厅,86.7,630,72665,房本满五年,南,其他,有电梯,低楼层(共18层)2009年建板塔结合,,-
海淀,金隅翡丽铂爵郡 ,3室2厅,126.87,1050,82762,房本满五年,南北,精装,无,低楼层(共6层)2014年建板楼,,-
海淀,双榆树北里 ,2室1厅,57.2,595,104021,房本满五年,南北,精装,无电梯,底层(共6层)1986年建板楼,,-
海淀,远大园四区 ,3室2厅,141.16,1390,98470,房本满五年,东南,简装,有电梯,中楼层(共16层)2000年建塔楼,,-
海淀,二里庄北里 ,2室1厅,64.1,520,81124,房本满五年,东西,简装,无电梯,底层(共6层)1992年建板楼,,-
海淀,熙湖 ,3室2厅,144.5,1000,69205,房本满五年,东南西北,简装,有电梯,顶层(共12层)2008年建板楼,,-
海淀,七贤村 ,2室1厅,59.9,620,103506,房本满五年,南,简装,无电梯,高楼层(共6层)1988年建板楼,,-
海淀,罗庄东里 ,2室1厅,61.34,615,100261,房本满五年,南北,精装,无电梯,顶层(共6层)1993年建板楼,,-
海淀,定慧北里 ,3室1厅,105.98,915,86338,,南北,精装,无电梯,高楼层(共6层)1998年建板楼,,-
海淀,长河湾 ,3室1厅,157.7,2198,139379,,南北,简装,有电梯,中楼层(共9层)2005年建板楼,,-
海淀,魏公村8号院 ,2室1厅,85.64,880,102756,,西南,简装,有电梯,低楼层(共16层)1997年建塔楼,,-
海淀,阜南小区 ,2室1厅,48.4,397,82025,,东,精装,无电梯,地下室(共5层)1978年建板楼,,-
海淀,东王庄 ,1室1厅,49.3,402,81542,,西,精装,无电梯,顶层(共6层)1995年建板楼,,-
海淀,电信宿舍 ,1室1厅,43.46,410,94340,,南,简装,无电梯,中楼层(共6层)1985年建板楼,,-
海淀,高巢 ,2室1厅,89.82,600,66801,,南西南,精装,有电梯,低楼层(共15层)2005年建塔楼,,-
海淀,观林园 ,3室2厅,162.42,1160,71420,房本满五年,南北,精装,有电梯,低楼层(共6层)2011年建板楼,,-
海淀,海淀南路 ,2室1厅,63.5,720,113386,房本满五年,南,精装,无,低楼层(共12层)1989年建板楼,,-
海淀,静淑苑 ,2室1厅,82.3,780,94776,房本满五年,西南,简装,有电梯,高楼层(共18层)1997年建塔楼,,-
海淀,沁春家园 ,1室1厅,60.24,420,69722,房本满五年,东,精装,无电梯,中楼层(共6层)2002年建板楼,,-
海淀,供电局宿舍家属楼 ,3室1厅,88.75,635,71550,房本满五年,南北,精装,无电梯,底层(共6层)1998年建板楼,,-
海淀,牡丹园西里 ,3室1厅,81.1,850,104809,房本满五年,东南,精装,有电梯,中楼层(共16层)1995年建塔楼,,-
海淀,高巢 ,2室1厅,89.82,600,66801,房本满五年,南西南,精装,有电梯,低楼层(共15层)2005年建塔楼,,-
海淀,锋尚国际 ,2室1厅,121.2,1580,130364,房本满五年,东,简装,有电梯,低楼层(共18层)2002年建塔楼,,-
海淀,城华园 ,1室1厅,60.36,480,79523,房本满五年,西北,精装,有电梯,低楼层(共27层)2002年建塔楼,,-
海淀,学知园 ,2室1厅,84.8,720,84906,房本满五年,西南,精装,有电梯,低楼层(共18层)1995年建塔楼,,-
海淀,紫金庄园 ,3室1厅,171.3,1150,67134,房本满五年,东,精装,有电梯,高楼层(共22层)1998年建塔楼,,-
海淀,昌运宫 ,3室1厅,80.2,720,89776,房本满五年,东南,精装,有电梯,中楼层(共11层)1997年建板塔结合,,-
海淀,御墅临枫锦园一区 ,2室2厅,116.51,1160,99563,房本满五年,南,精装,有电梯,高楼层(共6层)2006年建板楼,,-
海淀,永定路98号院 ,2室1厅,54.7,580,106033,房本满五年,南北,精装,无电梯,顶层(共5层)1977年建板楼,,-
海淀,晴雪园 ,2室1厅,91.67,1200,130905,房本满五年,南,精装,有电梯,底层(共9层)2005年建板楼,,-
海淀,紫金长安 ,3室2厅,170.75,2000,117131,房本满五年,南北,简装,有电梯,中楼层(共16层)2008年建板楼,,-
海淀,郦城果岭 ,3室1厅,132.74,1100,82869,房本满五年,东西,简装,有电梯,中楼层(共11层)2010年建板塔结合,,-
海淀,上地东里 ,3室2厅,147.91,1295,87554,房本满五年,南北,其他,无,底层(共5层)2002年建板楼,,-
海淀,颐源居一期 ,3室2厅,142.2,1380,97047,房本满五年,东北,精装,有电梯,中楼层(共28层)1999年建塔楼,,-
海淀,东升园 ,2室1厅,93.5,945,101070,房本满五年,西北,简装,无,中楼层(共12层)1998年建塔楼,,-
海淀,上林溪 ,3室2厅,118.92,980,82409,房本满五年,南北,精装,有电梯,中楼层(共9层)2012年建板楼,,-
海淀,清上园 ,2室1厅,85.48,590,69022,,东南,其他,有电梯,低楼层(共19层)2003年建板塔结合,,-
海淀,交大东路50号院 ,2室1厅,70.9,630,88858,,东西北,简装,有电梯,中楼层(共16层)1990年建塔楼,,-
海淀,普惠南里 ,3室1厅,79.8,870,109023,,东南,精装,有电梯,低楼层(共20层)1989年建塔楼,,-
海淀,逸成东苑 ,1室1厅,65.35,620,94874,,东,精装,有电梯,高楼层(共10层)2003年建塔楼,,-
海淀,索家坟 ,3室1厅,87.01,820,94243,,南北,简装,有电梯,高楼层(共15层)1998年建板塔结合,,-
海淀,北新家园 ,1室1厅,46.9,320,68231,,南,简装,无,顶层(共5层)1989年建板楼,,-
海淀,青云北区 ,2室1厅,63.1,648,102695,,南北,精装,无电梯,中楼层(共6层)1993年建板楼,,-
海淀,上地西里 ,3室2厅,156.15,1400,89658,,南北,其他,无电梯,高楼层(共6层)1998年建板楼,,-
海淀,冠城大通百旺府 ,2室1厅,105.65,806,76290,,南北,毛坯,有电梯,底层(共9层)2009年建板楼,,-
海淀,门头馨村 ,2室1厅,92.98,610,65606,房本满五年,南北,精装,无电梯,中楼层(共4层)2009年建板楼,,-
海淀,金沟河5号院 ,2室1厅,61.8,510,82525,房本满五年,南北,精装,无电梯,中楼层(共6层)1993年建板楼,,-
海淀,华盛家园 ,2室1厅,88.1,790,89671,房本满五年,西南,精装,有电梯,低楼层(共24层)2001年建塔楼,,-
海淀,冠城大通百旺府 ,2室1厅,105.65,806,76290,房本满五年,南北,毛坯,有电梯,底层(共9层)2009年建板楼,,-
海淀,人济山庄 ,3室1厅,162.57,1510,92884,房本满五年,西,简装,有电梯,中楼层(共26层)2003年建塔楼,,-
海淀,五矿万科如园 ,4室3厅,266.3,2750,103267,房本满五年,东南北,精装,有电梯,低楼层(共10层)2015年建板楼,,-
海淀,西山壹号院 ,3室2厅,278.39,3000,107763,房本满五年,南北,毛坯,有电梯,高楼层(共6层)2013年建板楼,,-
海淀,北辰香麓 ,4室3厅,301.3,1700,56423,房本满五年,南北,精装,有电梯,顶层(共3层)2009年建板楼,,-
海淀,玉泉路16号院 ,3室1厅,81.9,590,72040,房本满五年,南北,精装,无电梯,顶层(共6层)1983年建板楼,,-
海淀,北蜂窝路5号院 ,2室1厅,92.05,1160,126019,房本满五年,南北,其他,有电梯,中楼层(共16层)2009年建板塔结合,,-
海淀,车道沟南里 ,2室1厅,58.7,555,94549,房本满五年,西北,简装,有电梯,中楼层(共17层)1985年建塔楼,,-
海淀,知春大厦 ,3室2厅,182.82,1300,71109,房本满五年,东南,简装,无,中楼层(共16层)1996年建板塔结合,,-
海淀,东王庄 ,2室1厅,46.9,415,88487,房本满五年,东,简装,无电梯,高楼层(共6层)1995年建板楼,,-
海淀,远大园三区 ,4室2厅,193.21,2511,129963,房本满五年,西南,精装,有电梯,中楼层(共17层)2001年建塔楼,,-
海淀,菊园 ,2室1厅,58.28,460,78930,房本满五年,南北,精装,无电梯,顶层(共6层)1997年建板楼,,-
海淀,金夕园 ,3室2厅,128.38,1420,110610,房本满五年,东北,简装,有电梯,高楼层(共17层)2004年建塔楼,,-
海淀,兰德华庭 ,3室1厅,143.93,1220,84764,房本满五年,南北,精装,有电梯,中楼层(共12层)2006年建板塔结合,,-
海淀,教委计生委大院 ,2室1厅,59.58,750,125882,房本满五年,南北,精装,无电梯,底层(共7层)1995年建板楼,,-
海淀,清缘东里 ,1室1厅,66.52,460,69153,房本满五年,北,精装,有电梯,低楼层(共13层)2004年建塔楼,,-
海淀,金雅园 ,2室2厅,88.77,798,89896,,南北,简装,有电梯,顶层(共10层)2003年建板楼,,-
海淀,城华园 ,2室1厅,88.7,710,80046,,南北,精装,有电梯,顶层(共14层)1998年建板塔结合,,-
海淀,当代城市家园 ,2室1厅,116.51,900,77247,,南北,精装,有电梯,中楼层(共11层)2002年建板楼,,-
海淀,复兴路30号院 ,3室1厅,85.1,810,95183,,南北,简装,有电梯,低楼层(共16层)1985年建板塔结合,,-
海淀,八宝庄 ,2室1厅,68.9,538,78085,,南北,简装,无电梯,底层(共6层)1994年建板楼,,-
海淀,艾瑟顿 ,2室2厅,96.09,960,99907,,南,精装,有电梯,高楼层(共20层)2006年建板塔结合,,-
海淀,远大园六区 ,3室2厅,172.95,1780,102920,,南西南,简装,有电梯,中楼层(共16层)2000年建塔楼,,-
海淀,黄庄小区 ,3室1厅,73.1,980,134063,,东北,毛坯,有电梯,中楼层(共16层)1982年建塔楼,,-
海淀,翠微路平台村 ,3室2厅,73.7,768,104207,,东南北,精装,无电梯,顶层(共7层)1991年建板楼,,-
海淀,晨月园 ,2室1厅,94.08,1030,109482,,西南,精装,有电梯,顶层(共17层)2007年建塔楼,,-
海淀,双泉堡125号院 ,2室2厅,102.51,920,89748,,东南,精装,无,中楼层(共5层)2000年建板楼,,-
海淀,清缘东里 ,1室1厅,66.52,460,69153,房本满五年,北,精装,有电梯,低楼层(共13层)2004年建塔楼,,-
海淀,黄庄小区 ,3室1厅,73.1,980,134063,房本满五年,东北,毛坯,有电梯,中楼层(共16层)1982年建塔楼,,-
海淀,当代城市家园 ,2室1厅,116.51,900,77247,房本满五年,南北,精装,有电梯,中楼层(共11层)2002年建板楼,,-
海淀,艾瑟顿 ,2室2厅,96.09,960,99907,房本满五年,南,精装,有电梯,高楼层(共20层)2006年建板塔结合,,-
海淀,北分厂 ,3室1厅,71.8,440,61282,房本满五年,南北,简装,无电梯,中楼层(共6层)1994年建板楼,,-
海淀,城华园 ,2室1厅,88.7,710,80046,房本满五年,南北,精装,有电梯,顶层(共14层)1998年建板塔结合,,-
海淀,八宝庄 ,2室1厅,68.9,538,78085,房本满五年,南北,简装,无电梯,底层(共6层)1994年建板楼,,-
海淀,晨月园 ,2室1厅,94.08,1030,109482,房本满五年,西南,精装,有电梯,顶层(共17层)2007年建塔楼,,-
海淀,翠微路平台村 ,3室2厅,73.7,768,104207,房本满五年,东南北,精装,无电梯,顶层(共7层)1991年建板楼,,-
海淀,泽丰苑一期 ,2室1厅,95.69,820,85694,房本满五年,南北,精装,无电梯,顶层(共6层)2003年建板楼,,-
海淀,五机床厂宿舍 ,2室1厅,60.9,365,59935,房本满五年,南北,精装,无电梯,中楼层(共6层)1987年建板楼,,-
海淀,安宁里南区 ,3室1厅,101.57,650,63996,房本满五年,东西北,精装,有电梯,中楼层(共18层)2000年建塔楼,,-
海淀,玉阜嘉园 ,3室2厅,139.69,1148,82182,房本满五年,南北,精装,有电梯,高楼层(共12层)2002年建板塔结合,,-
海淀,百旺新城 ,1室1厅,60.53,590,97473,房本满五年,南北,精装,无电梯,高楼层(共6层)2009年建板楼,,-
海淀,稻香园 ,2室1厅,59.08,626,105959,房本满五年,东西,精装,无电梯,中楼层(共6层)1992年建板楼,,-
海淀,悦秀园 ,3室1厅,87.94,570,64817,房本满五年,南北,简装,无电梯,顶层(共6层)2000年建板楼,,-
海淀,中关村北一条 ,3室1厅,69,828,120000,房本满五年,南北,简装,无电梯,高楼层(共6层)1989年建板楼,,-
海淀,中纺宿舍 ,2室1厅,72.7,628,86383,房本满五年,南,简装,无电梯,顶层(共4层)1960年建板楼,,-
海淀,泽丰苑一期 ,3室1厅,129.69,1200,92529,房本满五年,南北,精装,无电梯,高楼层(共6层)2003年建板楼,,-
海淀,永定路西里 ,3室2厅,112.3,998,88870,房本满五年,东南,精装,有电梯,中楼层(共17层)1999年建板塔结合,,-
海淀,永泰东里 ,3室1厅,79.51,596,74960,房本满五年,南北,精装,无电梯,高楼层(共6层)1996年建板楼,,-
海淀,百旺新城 ,2室1厅,84.87,720,84836,房本满五年,南北,精装,无电梯,高楼层(共6层)2004年建板楼,,-
海淀,紫金庄园 ,2室1厅,151.8,950,62583,房本满五年,西,精装,有电梯,高楼层(共22层)1998年建塔楼,,-
海淀,玉海园三里 ,2室1厅,88.86,637,71686,房本满五年,东南,简装,有电梯,顶层(共10层)1999年建塔楼,,-
海淀,西王庄小区 ,3室1厅,74.4,780,104839,房本满五年,南北,精装,无电梯,顶层(共6层)1987年建板楼,,-
海淀,曙光花园 ,2室1厅,108.18,930,85968,房本满五年,东南,精装,有电梯,中楼层(共17层)1997年建塔楼,,-
海淀,烟树园 ,2室1厅,91.48,1150,125711,房本满五年,南,简装,有电梯,中楼层(共11层)2003年建塔楼,,-
海淀,科源小区 ,2室1厅,60.7,720,118617,房本满五年,南北,精装,无电梯,中楼层(共6层)1987年建板楼,,-
海淀,兰园 ,2室2厅,85.01,600,70580,房本满五年,东西,简装,无电梯,高楼层(共6层)1997年建板楼,,-
海淀,冠城大通百旺府 ,3室2厅,145.13,1233,84959,,南北,精装,有电梯,中楼层(共7层)2009年建板楼,,-
海淀,太阳园 ,2室1厅,81.16,892,109907,房本满五年,东南,简装,有电梯,低楼层(共27层)2001年建塔楼,,-
海淀,毛纺厂南小区 ,2室1厅,56.6,415,73322,房本满五年,东北,精装,无电梯,中楼层(共6层)1992年建板楼,,-
海淀,冠城大通百旺府 ,3室2厅,145.13,1233,84959,房本满五年,南北,精装,有电梯,中楼层(共7层)2009年建板楼,,-
海淀,索家坟 ,2室1厅,97.44,1180,121101,房本满五年,南北,精装,有电梯,高楼层(共16层)1998年建塔楼,,-
海淀,沁春家园 ,2室1厅,105.26,775,73628,房本满五年,南北,简装,无电梯,中楼层(共6层)1999年建板楼,,-
海淀,百旺茉莉园 ,3室2厅,149.74,1300,86818,房本满五年,南北,精装,有电梯,低楼层(共9层)2005年建板塔结合,,-
海淀,水清木华园 ,2室1厅,121.89,1350,110756,房本满五年,南,精装,有电梯,低楼层(共18层)1999年建塔楼,,-
海淀,石油大院 ,2室1厅,62.27,580,93143,房本满五年,东西,简装,无电梯,高楼层(共6层)1992年建板楼,,-
海淀,海赋国际 ,3室3厅,140.17,1540,109867,房本满五年,东西,简装,有电梯,底层(共14层)2006年建板塔结合,,-
海淀,新康园 ,2室1厅,103.5,560,54107,房本满五年,西南,简装,有电梯,中楼层(共32层)2003年建塔楼,,-
海淀,百旺家苑 ,3室2厅,148.61,1170,78730,房本满五年,东南北,简装,无电梯,顶层(共4层)2003年建板楼,,-
海淀,玉海园五里 ,2室1厅,81,645,79630,房本满五年,南北,简装,无电梯,高楼层(共6层)1999年建板楼,,-
海淀,罗庄南里 ,2室1厅,63.8,600,94044,房本满五年,东南北,简装,无电梯,低楼层(共6层)1986年建板楼,,-
海淀,阜光里小区 ,2室1厅,57.2,500,87413,房本满五年,东西,简装,无电梯,底层(共6层)1997年建板楼,,-
海淀,时代之光名苑 ,1室1厅,64.48,530,82197,房本满五年,西北,精装,有电梯,低楼层(共16层)2001年建塔楼,,-
海淀,建材城西二里 ,2室1厅,70.1,398,56777,房本满五年,南北,精装,无电梯,顶层(共6层)1998年建板楼,,-
海淀,建材城东二里 ,2室1厅,77.42,485,62646,房本满五年,南北,简装,无电梯,高楼层(共6层)2001年建板楼,,-
海淀,阳春光华家园 ,3室1厅,200.35,2350,117295,房本满五年,南北,精装,有电梯,底层(共12层)2001年建板楼,,-
海淀,百旺家苑 ,2室1厅,99.18,900,90745,房本满五年,南北,其他,无电梯,顶层(共5层)2003年建板楼,,-
海淀,毛纺厂南小区 ,2室1厅,58.3,410,70326,房本满五年,东西,精装,无电梯,高楼层(共6层)1992年建板楼,,-
海淀,永泰东里 ,2室1厅,79.81,560,70167,房本满五年,南北,其他,无,底层(共6层)1999年建板楼,,-
海淀,东馨园 ,1室1厅,38.7,330,85272,房本满五年,南北,其他,无,高楼层(共6层)1992年建板楼,,-
海淀,柳林馆 ,2室1厅,63.5,615,96851,,东南,简装,有电梯,低楼层(共16层)1985年建塔楼,,-
海淀,高巢 ,1室0厅,54.1,350,64696,,西南,精装,有电梯,中楼层(共15层)2005年建塔楼,,-
海淀,展春园 ,1室1厅,41.62,380,91303,,南,简装,无电梯,高楼层(共6层)1990年建板楼,,-
海淀,北洼路28号院 ,2室1厅,111.63,940,84207,,东南,简装,有电梯,中楼层(共18层)1996年建塔楼,,-
海淀,科育小区 ,2室1厅,47.6,713,149790,,南西北,简装,无电梯,顶层(共5层)1980年建板楼,,-
